h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0.448288991,0.237086489,0.181506054,0.179411504,0.19041743,0.0,0.498865837,0.56146692,0.57592549,0.571737041,0.57327257,0.577609152,0.575813169,0.574232878,0.78077762,0.901848199,1.0,1.0,1.0,1.0,1.0,1.0,0.989046697
0.001295138,0.0,0.081886226,0.373766628,0.491790279,0.464609951,0.481297864,0.480424484,0.480028507,0.483444569,0.48322136,0.4831537,0.461448663,0.452127841,0.740822167,0.9793723,1.0,1.0,1.0,0.968138624,0.56005179,0.444893933,0.130715011
0.001551352,0.0,0.076573098,0.369235937,0.464180848,0.471777234,0.475626033,0.473426796,0.47795551,0.477668711,0.474061389,0.469165801,0.407443662,0.402512639,0.732091855,0.954233544,1.0,1.0,1.0,1.0,1.0,0.745180689,0.36404773
0.862443384,0.285314734,0.180188372,0.173301546,0.18095135,0.0,0.524164497,0.640944889,0.804761063,0.930513079,0.932319828,0.862443384,0.797712146,0.966873477,0.999997933,1.0,1.0,1.0,0.989813879,0.794423586,0.44262104,0.287481128,0.18738037
0.000791929,0.0,0.067020445,0.329947905,0.474140537,0.479413982,0.478462425,0.444224808,0.462560106,0.473660431,0.468442841,0.467140322,0.453132946,0.442494708,0.737171075,0.989942585,1.0,1.0,1.0,1.0,0.780285249,0.306004046,0.130618718
0.000601045,0.0,0.069734626,0.33998839,0.474800219,0.46183166,0.423945221,0.463600981,0.475577967,0.48195031,0.48342175,0.478748271,0.390695614,0.441143264,0.739647064,0.955769271,1.0,1.0,1.0,0.996818119,0.521383725,0.334957112,0.130676418
0.43122649,0.26302594,0.181446662,0.173462159,0.163694393,0.0,0.513617969,0.554425129,0.559177481,0.561719204,0.564855891,0.569116047,0.569485731,0.57343301,0.575499055,0.706155109,0.74773897,0.862443384,0.96335815,0.999990484,1.0,1.0,0.999747025
0.012112026,0.011577385,0.066134813,0.348204778,0.479329596,0.491295978,0.426465527,0.495742877,0.495742877,0.495742718,0.477893601,0.479842251,0.495742877,0.418840885,0.624031919,0.812127912,1.0,0.742033152,0.800396112,0.476203536,0.329521356,0.142530048,0.0
0.461249582,0.246752967,0.180598905,0.175826853,0.209446646,0.0,0.531562539,0.516129562,0.573239953,0.577059993,0.577638792,0.575894771,0.521201643,0.54655411,0.592707115,0.773475261,0.862443384,0.953705,0.999996204,1.0,1.0,1.0,0.999999965
0.171057846,0.178883072,0.228245426,0.447469997,0.569277073,0.571385257,0.572321673,0.572864512,0.568588385,0.563735202,0.568212891,0.567523693,0.561875185,0.497240166,0.776711678,0.930952409,1.0,1.0,1.0,0.86532808,0.522349324,0.0,0.20695633
0.000287359,0.0,0.09290757,0.387791108,0.471094445,0.474732813,0.47011928,0.479520181,0.480217365,0.482484969,0.482202659,0.480697712,0.431627891,0.45302999,0.729253267,0.988615626,1.0,1.0,1.0,0.998287212,0.696255441,0.312732153,0.130870345
0.180386918,0.181301488,0.195919767,0.0,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.0,0.431221692,0.690354913,0.823998988,0.940074048,0.999515095,1.0,1.0,1.0,1.0,0.999536042
0.0,0.003445652,0.073351918,0.455416349,0.528751252,0.52955576,0.478196982,0.484462863,0.480870455,0.599696295,0.532330028,0.491029764,0.490889365,0.680915927,0.886966625,1.0,1.0,1.0,0.998865675,0.734236221,0.386783491,0.137572646,0.050089127
0.000178615,0.0,0.080137893,0.362081398,0.466550603,0.478607567,0.477549441,0.481595195,0.466373877,0.479177246,0.480849964,0.404903485,0.481633597,0.338564983,0.611755951,0.832239067,0.999794801,1.0,1.0,1.0,0.953130161,0.384189667,0.306330862
0.0,0.010127705,0.047062864,0.311435127,0.44440895,0.446871028,0.481406965,0.481412176,0.485447922,0.4723028,0.473447251,0.440935434,0.417724952,0.38728661,0.643043696,0.731696115,0.833473512,0.833473512,0.9966838,1.0,1.0,0.999661082,0.713922904
0.001538435,0.0,0.092645225,0.382163556,0.470030688,0.487703634,0.47086836,0.483660638,0.479849461,0.479587754,0.479485047,0.475483207,0.47211573,0.450757697,0.775123949,0.994625475,1.0,1.0,1.0,0.746282288,0.333613388,0.131221028,0.017007376
0.00024603,0.0,0.068456758,0.340581904,0.47930922,0.479940829,0.4808226,0.47156588,0.472451445,0.479069955,0.474562834,0.439932475,0.481909742,0.368757266,0.742597329,0.931383137,1.0,1.0,1.0,1.0,1.0,0.77126286,0.420326073
0.001017186,0.0,0.077427506,0.338578523,0.47766059,0.484422698,0.481865035,0.477220342,0.479232923,0.478223567,0.475601668,0.467507916,0.481987087,0.416543337,0.662643898,0.875117406,0.99986367,1.0,1.0,0.993873309,0.567579511,0.376628486,0.132165744
0.00090416,0.0,0.056637192,0.317937013,0.472833618,0.486175487,0.474792703,0.479705285,0.481113078,0.479745706,0.479823612,0.480483072,0.456561135,0.463926992,0.717491466,0.927147519,1.0,1.0,1.0,0.998151712,0.573407864,0.334001073,0.132765831
0.434739657,0.230941744,0.180843733,0.176836488,0.229683345,0.0,0.47969079,0.574041068,0.574727589,0.573679493,0.575236734,0.57387399,0.559838752,0.554392345,0.762868525,0.958412582,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.181350642,0.180591789,0.225562869,0.451858286,0.567162699,0.57654251,0.57292503,0.568510351,0.564237201,0.571267323,0.571749852,0.568296807,0.546810365,0.497904034,0.565951427,0.783302653,0.99854886,1.0,1.0,1.0,0.938489718,0.623357449,0.0
0.000566061,0.0,0.066626529,0.334571955,0.470162157,0.479107661,0.474294242,0.477922879,0.481544906,0.482577544,0.482479459,0.479581965,0.441622134,0.452151416,0.739659685,0.992575635,1.0,1.0,1.0,0.99845127,0.728180455,0.306110973,0.130752668
0.180543094,0.179445372,0.246937358,0.497995297,0.58826974,0.71870282,0.565107125,0.57255215,0.572010685,0.574242344,0.577444066,0.575746133,0.553693554,0.562102499,0.785459831,0.998153547,1.0,1.0,1.0,0.851586483,0.495967527,0.0,0.245163934
0.862553913,0.28732541,0.185616603,0.175996802,0.148653266,0.0,0.525573358,0.585294076,0.823764521,0.862553913,0.74298611,0.739172669,0.721489097,0.765368862,0.913291316,0.999821367,1.0,0.982772502,0.79534592,0.539849111,0.444352404,0.243767013,0.183654012
0.431221692,0.245994542,0.180153512,0.178395955,0.167652468,0.0,0.539358705,0.569905043,0.56776163,0.574733064,0.572537126,0.566274755,0.547034925,0.546962836,0.801492726,0.862443384,0.999793848,1.0,1.0,1.0,1.0,1.0,1.0
0.002360901,0.0,0.090997281,0.374088426,0.47577785,0.747230142,0.710566798,0.464727745,0.482368964,0.481724695,0.470028373,0.466608144,0.480624743,0.519494125,0.835407379,1.0,1.0,1.0,1.0,0.996338885,0.663440519,0.356147918,0.132316004
0.0,0.00133829,0.073249172,0.365668756,0.476628992,0.481141667,0.474479437,0.465817152,0.476195406,0.482063576,0.481677772,0.473893495,0.425924495,0.4539081,0.729375069,0.967823058,1.0,1.0,1.0,0.992132004,0.44279787,0.432194666,0.132183081
1.0,0.326885368,0.206727261,0.202921415,0.232124203,0.0,0.549935304,0.652733851,0.889633938,0.853201187,0.81975545,0.775211088,0.674509422,0.836587045,0.90872591,0.98370654,0.916654697,0.81975545,0.649962617,0.538802134,0.0,0.223947078,0.207241281
0.000693312,0.0,0.069766945,0.338474684,0.483689609,0.480126466,0.476318328,0.480715244,0.47939794,0.478033069,0.472610559,0.457875753,0.45653337,0.46058784,0.742519461,0.97557782,1.0,1.0,1.0,0.99997134,0.729117429,0.341971472,0.130891145
0.437839477,0.273379163,0.182329786,0.174789097,0.179287784,0.0,0.485790642,0.548975823,0.574402656,0.572335328,0.57525333,0.574488015,0.562816333,0.566993764,0.597480919,0.805742965,0.795171627,0.833090277,0.944037216,0.999614577,1.0,1.0,0.995035014
0.186654513,0.18062017,0.199773115,0.0,0.0,0.574962256,0.574962256,0.560444823,0.541106895,0.567436318,0.574962256,0.574962256,0.0,0.442330914,0.573941856,0.767724407,0.967623713,1.0,1.0,1.0,1.0,1.0,1.0
0.001699583,0.0,0.098222072,0.446442084,0.588935399,0.780185669,0.65665487,0.474302894,0.475366365,0.468839592,0.471029739,0.477772883,0.481119235,0.476344957,0.794713531,1.0,1.0,1.0,0.997820614,0.735624649,0.353503096,0.131859941,0.018456359
0.180384479,0.178088662,0.264421743,0.562236929,0.610278406,0.682078134,0.569873163,0.576213242,0.574936531,0.57357638,0.574918272,0.569121069,0.560824568,0.608044501,0.867488628,1.0,1.0,1.0,1.0,0.743900823,0.577804925,0.0,0.252731514
0.177418436,0.176461311,0.236185904,0.47088973,0.57221787,0.573694893,0.574725734,0.575083125,0.574244689,0.571842508,0.571612761,0.571773367,0.513822075,0.507247108,0.751031949,0.903428091,1.0,1.0,1.0,0.998981417,0.746840116,0.437678302,0.0
0.862443384,0.286790506,0.179994859,0.170102291,0.203903384,0.0,0.512914876,0.608272631,0.723604453,0.7907205,0.764075249,0.691996451,0.718030837,0.779382673,0.862443384,0.991482661,1.0,1.0,0.956083056,0.794992216,0.450613504,0.287481128,0.177817135
0.00050816,0.0,0.058895653,0.336070027,0.476854704,0.484327452,0.441249412,0.478484578,0.458346944,0.473056679,0.474972868,0.44214666,0.466178106,0.380554719,0.684454477,0.819298083,0.999630562,1.0,1.0,0.996523388,0.575222325,0.343455951,0.13058979
0.00105162,0.0,0.083931272,0.391314265,0.457236495,0.471376306,0.482321715,0.481536627,0.482349588,0.479034767,0.48299444,0.481127769,0.477481438,0.478482056,0.762226366,0.993326792,1.0,1.0,1.0,0.791440193,0.33296439,0.130487061,0.003335691
0.001361149,0.0,0.062566678,0.38581417,0.45419612,0.480716912,0.481918569,0.464014259,0.460102036,0.463832534,0.471817706,0.468272533,0.481727624,0.419376601,0.708433278,0.890423357,0.999940245,0.999976543,1.0,0.942114414,0.437160233,0.311920788,0.131185751
0.17983928,0.176907302,0.261879395,0.530430923,0.56884435,0.583359015,0.570897428,0.572566569,0.574739483,0.575864598,0.574639437,0.568307148,0.574419557,0.605417095,0.862443384,1.0,1.0,1.0,0.99999814,0.786044806,0.502948756,0.0,0.225236662
0.176611595,0.175840388,0.255555306,0.501617838,0.684498335,0.71870282,0.557936784,0.574637361,0.576219733,0.576023007,0.57763468,0.576385328,0.56050419,0.540553078,0.828444998,0.998992697,1.0,1.0,1.0,0.756494728,0.478808408,0.0,0.287481128
0.465080434,0.226639145,0.180682136,0.177559297,0.176816055,0.0,0.569240131,0.529099816,0.577024077,0.574697589,0.575856969,0.574956586,0.574156751,0.57609806,0.788551766,0.862443384,0.997743017,0.997746073,0.999867592,1.0,1.0,1.0,1.0
0.0,0.004733039,0.065252513,0.311243482,0.475145292,0.486432942,0.467723918,0.485304709,0.457155676,0.483566954,0.484738785,0.484188464,0.459004353,0.467603778,0.72155996,0.833427164,0.956924398,0.994518549,0.999999713,1.0,0.999513087,0.69114497,0.456781963
0.00064545,0.0,0.062760158,0.34652697,0.487652493,0.477138511,0.478047008,0.475150754,0.472620637,0.475935971,0.473546327,0.465495935,0.459731279,0.376619995,0.706760931,0.89646127,1.0,1.0,1.0,0.995184259,0.570101484,0.37827263,0.13182442
0.384238857,0.160912072,0.028368526,0.021912197,0.0,0.178985143,0.438294725,0.568143959,0.618350557,0.808180681,0.797335578,0.792687189,0.683766798,0.775652619,0.921299431,0.91884543,1.0,1.0,0.870898421,0.494408803,0.406101179,0.178985143,0.020314562
0.30647939,0.08943448,0.001817056,0.0,0.003524506,0.131185772,0.312264518,0.460062366,0.484196215,0.484715318,0.484537436,0.48363993,0.418789119,0.446274859,0.487513775,0.803252909,0.832269502,0.832269502,0.848159336,1.0,1.0,1.0,1.0
0.176586723,0.176277339,0.284288662,0.553315708,0.727459006,0.755620361,0.586468715,0.574538271,0.570824984,0.572785194,0.578681485,0.569141215,0.58582737,0.686385847,0.83935802,0.999792231,0.999820459,0.999820459,1.0,0.781261019,0.50222984,0.0,0.261061591
0.178425101,0.179761051,0.245930078,0.491174942,0.562162274,0.574718726,0.544957956,0.559131802,0.57161425,0.570459399,0.557153936,0.570261302,0.528430728,0.538246542,0.786316643,0.971503977,0.999820306,0.999820306,0.999820306,1.0,0.783087103,0.452667503,0.0
0.179440595,0.179911065,0.232203038,0.455561587,0.573697674,0.575351317,0.574338129,0.572581056,0.572937033,0.574886156,0.574213497,0.569469442,0.537211437,0.500096629,0.781951636,0.896435173,1.0,1.0,1.0,0.999992501,0.792106788,0.456842171,0.0
0.180304245,0.180019426,0.251483919,0.491498305,0.572425893,0.569032809,0.56551383,0.574289098,0.571433592,0.574087119,0.575816432,0.565971905,0.565952011,0.54200296,0.787301343,0.947594102,1.0,1.0,1.0,0.998649504,0.657820834,0.50381634,0.0
0.306425666,0.12772689,0.005039511,0.0,0.027585067,0.306425666,0.467911697,0.73135294,0.908960933,0.964404708,0.804214846,0.80451766,0.640515899,0.690428751,0.867034466,1.0,0.994310728,0.859490586,0.737679879,0.635548087,0.367670589,0.131140947,0.001505775
0.002204875,0.0,0.096043343,0.371644557,0.482838922,0.483289067,0.482760977,0.48167857,0.481901055,0.48420295,0.483824676,0.476974294,0.47181452,0.5171286,0.830563625,0.999477154,1.0,1.0,1.0,0.916307306,0.433585531,0.479639431,0.132311913
0.179542879,0.178804396,0.251734136,0.45395697,0.669516818,0.71870282,0.643785214,0.569599185,0.569932451,0.568482084,0.573406263,0.572077188,0.565017202,0.565158028,0.637263518,0.846704118,0.999231612,1.0,1.0,0.981838683,0.502263151,0.0,0.0
0.0,0.003305448,0.083483073,0.447009306,0.463065638,0.487427454,0.462597071,0.484947166,0.462667054,0.473977392,0.454252354,0.47800835,0.484910545,0.386629118,0.646630213,0.833316365,1.0,1.0,1.0,1.0,0.998929491,0.701712461,0.441132311
